comments{
}
info{
rowcount:32
colcount:32
camerapos:Translation: X=1200.000 Y=1200.000 Z=0.000 Rotation: P=44.999992 Y=0.000000 R=0.000000 Scale X=1.000 Y=1.000 Z=1.000
biome:rock
creator:BluABK
erosioninitialwaittime:10
version:2022-07-25-1
erosionscale:1.0
initialore:10
oxygen:2000/10000
initialcrystals:1
levelname:Buying Time
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,11,11,11,11,11,11,11,30,50,38,38,11,11,11,11,38,38,38,38,101,101,38,38,38,38,30,30,30,42,38,38,
38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,38,38,38,38,112,38,38,38,38,42,34,30,30,38,38,
38,42,38,24,1,1,11,11,11,11,11,11,11,11,11,11,30,38,38,38,38,30,38,38,38,38,101,30,34,34,34,38,
38,38,38,14,14,11,11,11,38,38,38,34,30,38,38,38,26,38,38,38,38,30,38,38,38,38,101,34,34,34,101,38,
38,1,1,24,14,11,11,5,50,38,38,34,30,38,30,38,30,38,38,38,26,26,38,38,38,42,34,38,38,34,101,38,
38,1,1,11,24,11,11,11,38,38,38,34,30,101,38,38,30,38,38,38,26,26,34,50,38,38,38,38,38,34,101,38,
38,11,11,11,24,14,14,11,38,38,34,34,30,30,38,38,30,38,38,101,30,38,38,38,38,34,101,101,34,34,34,38,
38,11,1,14,24,24,14,14,38,38,46,34,30,38,38,38,38,38,38,101,38,38,34,34,34,101,101,34,34,38,38,38,
38,11,1,14,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,34,38,38,34,38,38,38,38,38,38,38,38,38,
38,1,1,1,1,38,38,38,38,38,34,34,34,34,38,38,38,38,38,34,34,38,34,38,38,38,38,38,38,38,42,38,
38,38,1,38,38,38,38,38,38,38,38,38,38,34,38,38,38,38,38,34,38,38,34,38,38,101,101,101,101,111,111,38,
38,50,1,38,38,38,38,38,38,38,38,38,38,34,38,38,38,38,38,34,38,38,34,38,38,101,101,101,111,111,111,38,
38,38,1,1,1,1,1,30,30,30,30,30,101,101,101,30,30,26,26,30,30,30,30,42,34,101,101,111,111,111,111,38,
38,38,26,1,1,11,11,38,38,38,30,38,38,38,38,38,38,34,30,30,34,38,38,38,38,101,101,101,111,111,111,38,
38,38,30,26,26,11,11,38,38,38,30,38,38,38,38,38,38,38,38,34,34,38,38,38,38,101,101,101,101,111,111,38,
38,38,30,38,38,38,11,42,38,38,112,26,26,30,30,38,38,30,34,34,34,30,30,38,38,34,34,38,50,38,38,38,
38,38,101,38,38,38,38,38,38,38,101,101,26,46,26,38,30,26,30,30,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,112,101,26,38,38,38,38,30,34,34,34,34,34,30,30,38,38,38,38,38,38,38,38,38,38,38,42,101,38,38,
38,38,34,38,26,26,30,30,30,30,34,34,34,30,34,30,38,38,38,38,38,30,26,30,38,38,38,34,34,38,38,38,
38,34,34,30,30,34,34,26,30,38,34,34,112,34,34,30,38,38,26,38,38,26,30,26,30,30,38,38,46,38,38,38,
38,34,34,38,30,34,26,34,26,38,34,34,34,34,34,30,38,38,46,38,38,38,38,38,38,30,38,46,46,46,38,38,
38,34,101,101,101,34,26,26,30,38,34,34,34,34,34,34,38,38,34,30,30,34,34,34,34,34,38,30,30,30,38,38,
38,34,34,101,101,38,30,38,38,38,38,30,38,38,30,30,34,30,30,26,46,38,46,46,46,34,30,26,26,26,26,38,
38,34,34,101,101,38,30,38,38,38,38,38,38,38,30,46,38,101,26,30,30,38,46,46,46,26,26,26,26,38,38,38,
38,34,34,34,34,34,30,30,34,30,38,38,38,38,38,30,38,38,38,34,38,38,46,46,111,114,101,111,114,114,111,38,
38,34,34,30,34,30,38,38,30,34,38,38,38,38,30,30,38,38,38,30,38,38,38,38,111,114,124,111,111,111,111,38,
38,34,34,30,38,34,38,38,38,30,30,101,34,26,30,38,38,38,30,34,26,38,30,38,101,111,124,124,124,111,111,38,
38,34,38,38,38,38,38,38,38,38,38,38,30,30,34,38,38,38,34,46,38,38,30,38,101,111,111,111,114,111,111,38,
38,34,38,38,38,38,34,34,38,38,38,38,38,38,38,38,38,38,38,30,30,30,30,38,50,38,111,101,114,114,111,38,
38,34,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,111,111,111,111,111,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
}
height{
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,-3600,-3800,-2050,0,0,0,0,0,0,100,50,250,450,450,450,150,100,50,100,-2850,-950,-700,-300,0,50,0,50,50,50,50,100,0,
0,-3850,-850,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,-1000,-700,-600,-200,0,0,0,150,0,0,50,150,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,-50,-50,-50,-50,-500,-450,-150,50,50,100,0,100,50,100,50,0,
0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,-50,-50,-100,-250,-600,-600,-150,50,50,0,100,100,150,50,0,0,
0,100,100,100,50,50,0,0,0,150,150,150,100,150,150,200,-50,-50,-50,-150,-450,-500,-550,0,0,0,0,50,200,100,0,50,0,
0,100,100,50,50,50,0,0,0,150,150,200,150,150,150,200,-50,-50,-50,-150,-350,-450,-500,-550,50,150,50,0,150,0,50,100,0,
0,50,50,50,0,50,100,50,0,100,200,200,250,100,0,100,-50,-100,-200,-250,-300,-400,-450,-500,0,0,0,-50,0,50,0,0,0,
0,0,50,50,50,150,100,50,0,100,150,250,100,100,100,0,-50,-100,-200,-250,-250,-300,-250,-200,-150,-100,-100,-50,-100,0,150,0,0,
0,0,0,150,100,0,0,0,0,50,100,50,150,0,100,100,0,50,0,-150,-150,-150,-200,-200,-200,-250,-150,-150,-150,-50,100,100,0,
0,0,0,150,100,0,0,0,50,0,0,100,150,200,100,0,150,0,50,-100,-100,-150,-100,-100,0,50,50,100,50,0,150,150,0,
0,0,200,250,0,0,0,100,0,0,100,50,150,150,200,100,0,0,0,-100,-100,-150,-50,-100,0,0,0,0,0,0,0,0,0,
0,0,100,200,0,50,50,0,0,0,100,50,50,0,100,0,0,0,0,-100,-100,0,100,100,0,0,0,0,0,0,0,100,0,
0,150,50,200,200,-50,-50,-50,-50,-50,0,0,0,50,50,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,250,0,
0,0,250,300,200,-50,-50,-50,-50,-50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,
0,50,0,250,250,0,0,0,200,300,300,250,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,
0,0,0,50,50,0,0,0,200,150,50,0,0,-50,-50,-50,0,0,150,150,150,200,0,-50,0,0,0,0,0,0,0,0,0,
